id,rouge1,rouge2,rougel,bertscore_precision,bertscore_recall,bertscore_f1,method
77,0.3023457862728062,0.12010443864229765,0.16507384882710688,0.45745041966438293,0.5497520565986633,0.49937188625335693,BERTScore-deberta-xlarge-mnli
78,0.41101694915254233,0.1021276595744681,0.20338983050847456,0.6475251317024231,0.6516950726509094,0.6496034264564514,BERTScore-deberta-xlarge-mnli
79,0.4087403598971722,0.1056701030927835,0.16709511568123395,0.5878984928131104,0.66001296043396,0.621872067451477,BERTScore-deberta-xlarge-mnli
80,0.3484320557491289,0.10489510489510488,0.19163763066202089,0.5619505047798157,0.6188107132911682,0.5890114903450012,BERTScore-deberta-xlarge-mnli
81,0.4312169312169312,0.10344827586206896,0.18253968253968253,0.6088433265686035,0.6426429748535156,0.6252866983413696,BERTScore-deberta-xlarge-mnli
82,0.44573643410852715,0.13618677042801558,0.18992248062015502,0.6538134813308716,0.653052568435669,0.6534327864646912,BERTScore-deberta-xlarge-mnli
83,0.3029411764705882,0.0678466076696165,0.1264705882352941,0.5297616720199585,0.601618766784668,0.5634083151817322,BERTScore-deberta-xlarge-mnli
84,0.45683453237410065,0.16606498194945848,0.2194244604316547,0.6319042444229126,0.6629295349121094,0.6470451951026917,BERTScore-deberta-xlarge-mnli
85,0.4032,0.14767255216693417,0.2016,0.6052488088607788,0.6961102485656738,0.6475075483322144,BERTScore-deberta-xlarge-mnli
86,0.33687405159332323,0.076103500761035,0.15781487101669195,0.5512180924415588,0.6248726844787598,0.585739016532898,BERTScore-deberta-xlarge-mnli
87,0.40567375886524826,0.09957325746799431,0.17872340425531913,0.5850833654403687,0.6031920909881592,0.5939997434616089,BERTScore-deberta-xlarge-mnli
88,0.41809954751131223,0.10879419764279238,0.1737556561085973,0.5609428286552429,0.6116650104522705,0.5852068662643433,BERTScore-deberta-xlarge-mnli
89,0.37183098591549296,0.1189801699716714,0.16338028169014085,0.622159481048584,0.6921936869621277,0.6553106904029846,BERTScore-deberta-xlarge-mnli
90,0.4306688417618271,0.1309328968903437,0.18923327895595435,0.6228765249252319,0.6470692753791809,0.6347424387931824,BERTScore-deberta-xlarge-mnli
